verb_class,noun_class,avg_mae,avg_quality_score,avg_output
2,59,0.04906173010130194,0.4256756756756756,0.4747374
5,18,0.04843901960473307,0.4078947368421053,0.45633376
12,19,0.048113587829801796,0.4444444444444444,0.49255803
9,104,0.046808943555161686,0.4256756756756756,0.37886673
20,59,0.04585371871252325,0.4256756756756756,0.4715294
11,10,0.044496619387676795,0.4078947368421053,0.45239136
30,53,0.043200429942872764,0.4444444444444444,0.401244
33,2,0.041478368971082924,0.4444444444444444,0.4859228
23,32,0.0414627727709318,0.4078947368421053,0.4493575
9,32,0.04111681918840143,0.4256756756756756,0.38455886
0,41,0.04041975459743058,0.42839635854341734,0.45352915
0,227,0.03959520810689676,0.3910256410256411,0.43062085
20,15,0.037981751892301796,0.4444444444444444,0.4824262
1,55,0.03679521381855011,0.4444444444444444,0.46006632
11,16,0.036177608701917885,0.4444444444444444,0.48062205
12,89,0.03524982301812418,0.4078947368421053,0.44314456
57,159,0.034808763547947486,0.4078947368421053,0.4427035
23,16,0.03470857401151922,0.4256756756756756,0.46038425
11,13,0.03470857401151922,0.4256756756756756,0.46038425
15,11,0.03470857401151922,0.4256756756756756,0.46038425
4,47,0.03465959840953606,0.4167852062588905,0.4514448
12,90,0.03395271632406449,0.4444444444444444,0.47839716
0,189,0.03388743142823908,0.4256756756756756,0.39178824
0,246,0.03338840934965348,0.4444444444444444,0.47783285
0,209,0.03251673321466181,0.4256756756756756,0.39315894
11,36,0.031854265928268455,0.35,0.38185427
5,43,0.031639510079434,0.4078947368421053,0.43953425
9,16,0.030825671222474815,0.4444444444444444,0.41361877
21,169,0.029805058240890525,0.35,0.37980506
0,98,0.029762757117631045,0.3647540983606557,0.39451686
11,32,0.029176428511336117,0.4256756756756756,0.4548521
14,35,0.02884651680250433,0.4256756756756756,0.4545222
9,95,0.02846654145805923,0.43193193193193186,0.410805
12,189,0.028348847820952205,0.4256756756756756,0.45402452
10,81,0.027348726987838745,0.4444444444444444,0.46929756
0,68,0.026067641046312096,0.4444444444444444,0.4183768
3,91,0.025316589757015784,0.4078947368421053,0.43321133
0,99,0.0248134997155931,0.4444444444444444,0.41963094
13,16,0.023088965151045082,0.4444444444444444,0.4675334
52,72,0.022735688421461342,0.4444444444444444,0.46718013
0,86,0.0227326597716358,0.4256756756756756,0.44840834
0,106,0.02270207140180802,0.4444444444444444,0.46714652
25,4,0.02189752128389144,0.4444444444444444,0.42254692
1,28,0.02154301666282679,0.43506006006006004,0.4429203
0,30,0.0214567329432514,0.4256756756756756,0.4471324
26,13,0.02141830656263566,0.4444444444444444,0.46586275
0,26,0.019839983983118,0.36816939890710376,0.3516982
25,95,0.019102394580841064,0.4444444444444444,0.4616791
11,78,0.017847809526655434,0.4444444444444444,0.46229225
29,13,0.016459337411782626,0.3910256410256411,0.40748498
42,95,0.015763762924406288,0.4444444444444444,0.4602082
25,86,0.015263822343614342,0.4444444444444444,0.42918062
1,109,0.014643636014726402,0.4444444444444444,0.4298008
24,4,0.014613595273759605,0.4444444444444444,0.42983085
30,51,0.014435380697250366,0.375,0.38943538
0,134,0.014303556619546298,0.3910256410256411,0.4053292
31,90,0.014195952150556801,0.4444444444444444,0.4586404
1,223,0.01399414201040533,0.4256756756756756,0.43966982
7,91,0.013486084010865929,0.4444444444444444,0.43095836
16,32,0.013285216357972862,0.4444444444444444,0.43115923
0,73,0.012548696663644554,0.4444444444444444,0.43189573
5,15,0.011812272999021767,0.4444444444444444,0.45625672
22,86,0.011140528652403114,0.4444444444444444,0.45558497
1,250,0.0102114710542891,0.4444444444444444,0.45465592
12,37,0.009919187961480502,0.3910256410256411,0.40094483
3,21,0.009524751040670631,0.4444444444444444,0.45396918
5,185,0.009462151262495277,0.4444444444444444,0.4539066
1,230,0.009448710415098427,0.4444444444444444,0.45389315
5,161,0.009369337925681814,0.43506006006006004,0.43697524
2,76,0.009342208907410832,0.4256756756756756,0.41633347
13,72,0.008183177974488975,0.4444444444444444,0.43626127
27,75,0.008180174562666176,0.4444444444444444,0.45262462
77,41,0.008055064413282631,0.4444444444444444,0.4524995
2,242,0.007058468129899742,0.4444444444444444,0.43738598
59,61,0.007033431813830482,0.3452380952380952,0.35227153
12,23,0.007030930784013512,0.4444444444444444,0.4374135
0,101,0.006231344059894006,0.4078947368421053,0.4016634
5,6,0.006045569335260681,0.3548387096774194,0.36088428
0,104,0.005871650245454552,0.4444444444444444,0.4385728
0,111,0.005613181326124428,0.4444444444444444,0.45005763
12,91,0.005425992939207314,0.4444444444444444,0.44987044
39,42,0.005167755815717934,0.4444444444444444,0.4496122
24,65,0.005019452836778404,0.4444444444444444,0.439425
24,7,0.004887339141633751,0.4444444444444444,0.4395571
28,107,0.004605862829420326,0.4444444444444444,0.4490503
32,15,0.003412697050306557,0.4444444444444444,0.44785714
6,70,0.0033498671319749374,0.4444444444444444,0.44109458
2,43,0.0031130578782823104,0.4444444444444444,0.4413314
0,188,0.0027310583326551896,0.4444444444444444,0.4471755
2,67,0.0021522310045030135,0.4444444444444444,0.4422922
6,114,0.0017428245093372152,0.4256756756756756,0.4274185
76,52,0.0015842053625318986,0.4444444444444444,0.44602865
