verb_class,noun_class,avg_mae,avg_quality_score,avg_output
2,5,0.26128144033880896,0.5184065934065935,0.4459901
4,44,0.26042059269444695,0.1982758620689655,0.45869645
7,43,0.26034075021743774,0.0,0.26034075
2,40,0.2596317920191535,0.2672413793103448,0.5268732
1,14,0.25764401990269853,0.6924603174603174,0.44391805
18,32,0.25655985209676957,0.4444444444444444,0.70100427
4,3,0.25518253520742595,0.3247680858922076,0.35209748
1,129,0.2550604906990359,0.4009632507689817,0.3601559
13,48,0.2546373778625261,0.5601309174342882,0.40619057
0,44,0.25430363964603425,0.5196611814258872,0.4359666
1,78,0.25397695246196916,0.9404761904761904,0.68649924
18,9,0.2526769587048539,0.14189189189189186,0.39456883
5,36,0.24947133660316467,0.0,0.24947134
23,30,0.24877194480763543,0.2222222222222222,0.47099417
33,7,0.24787243499475375,0.6323529411764707,0.3844805
1,291,0.24757996201515198,0.6875,0.43992004
11,5,0.24679495400916307,0.38950320512820513,0.40798324
0,61,0.2443755479132543,0.18237704918032785,0.4267526
1,17,0.2441736297579203,0.28359596216739075,0.40804935
1,10,0.24412774458133774,0.24268100992238922,0.38964593
1,40,0.243900202472609,0.611190137505927,0.40178856
12,35,0.24362794741203908,0.20394736842105265,0.44757533
1,2,0.2431791779267827,0.40988675069864994,0.4503294
12,34,0.23966437578201294,0.0,0.23966438
0,57,0.2395259818143481,0.3942772514003322,0.38578582
0,5,0.2388659065561192,0.4095435781007469,0.4314914
63,37,0.23807823657989502,0.1875,0.42557824
1,35,0.23715258030175318,0.6213990776490776,0.42266294
7,30,0.2369866683238592,0.3014102564102564,0.53839695
5,45,0.236612962351905,0.7222222222222222,0.49682415
52,28,0.23605926021149282,0.20394736842105265,0.4400066
59,73,0.23600466052691144,0.2916666666666667,0.35323066
1,23,0.23577730314076295,0.4612573099415205,0.49957383
13,54,0.23569801481901154,0.36844779022198376,0.5294778
0,22,0.2351192906498909,0.4375,0.5171105
74,25,0.23470796289898088,0.9404761904761904,0.7057682
5,34,0.23448769450187684,0.175,0.4094877
1,22,0.23444077595985688,0.4330144488039225,0.49861488
1,68,0.2344091683626175,0.0,0.23440917
1,91,0.23419891166129578,0.4553839553839553,0.38600907
3,45,0.23341244664685482,0.1982758620689655,0.4316883
13,49,0.23322289188702902,0.2962962962962963,0.52432597
6,24,0.23276936734823603,0.5678210678210678,0.4605699
3,6,0.23168818155924478,0.6296296296296297,0.47053537
0,1,0.23062088417668147,0.40232719224169394,0.42765513
1,128,0.23037377574987575,0.2719298245614035,0.5023036
10,45,0.22968190413283698,0.42763845350052243,0.48413107
0,45,0.22954792418038034,0.20617413632119513,0.43572205
0,31,0.22941391567966907,0.4002606258245356,0.49678522
4,70,0.22919676038953996,0.4444444444444444,0.6736412
1,25,0.22837191192727335,0.4078947368421053,0.63626665
0,50,0.2278027254305467,0.09506302521008403,0.32286575
0,17,0.2269002463749332,0.32008650061935456,0.42254362
5,41,0.22667724004498235,0.14814814814814814,0.3748254
2,39,0.22410321123989557,0.5780098280098279,0.39335215
12,6,0.2231453276750369,0.4395940170940171,0.47509727
3,22,0.22237696476468238,0.622425629290618,0.43794817
12,119,0.22226150349898655,0.5135757635757636,0.67837507
12,28,0.22084317935837638,0.2222222222222222,0.41499066
10,68,0.21994874212476945,0.4444444444444444,0.6643932
10,32,0.21983391769417915,0.622425629290618,0.6229124
40,37,0.21963667242150553,0.4078947368421053,0.6275314
9,56,0.21930443620061255,0.6233733733733734,0.46406707
1,89,0.2190708683596717,0.2222222222222222,0.4412931
2,7,0.21894294023513794,0.6296296296296297,0.5699145
11,7,0.21784323579080228,0.35518925518925515,0.43204203
8,0,0.21767690408220705,0.27349649464444464,0.44899377
2,1,0.2175275812419748,0.2697328476017,0.47396794
11,2,0.21721405461495658,0.4134144596101118,0.5147008
3,15,0.21594943592277954,0.2522291522291522,0.46817857
1,43,0.21580647004722567,0.5379201155724659,0.3879416
14,13,0.2157899022102356,0.11666666666666665,0.33245656
12,132,0.2157015311412322,0.19551282051282054,0.41121435
2,61,0.21495522558689117,0.0,0.21495523
27,25,0.21493707399724224,0.683075933075933,0.50284743
2,117,0.21473841771246888,0.6924603174603174,0.4777219
1,47,0.2130289580617984,0.3810044287985464,0.4433312
0,47,0.2127589690379607,0.19551282051282054,0.4082718
1,51,0.21223540080560224,0.6171171171171171,0.41938695
20,27,0.21220723125669694,0.4444444444444444,0.6566517
10,56,0.21022431914828532,0.28130154445943917,0.49152586
22,67,0.2101780641921245,0.6524400095828666,0.48289332
16,59,0.20985782146453857,0.6875,0.47764218
2,9,0.20974141983906663,0.45238095238095233,0.43059298
3,127,0.20852352678775787,0.0,0.20852353
4,23,0.20766404775204658,0.2663067926225821,0.47397086
84,95,0.20735418299833935,0.2916666666666667,0.36815828
2,97,0.2073093205690384,0.0,0.20730932
1,106,0.20721863210201263,0.0,0.20721863
11,81,0.2069806766255584,0.4553839553839553,0.5616818
5,81,0.2065497620238198,0.2222222222222222,0.4000116
18,161,0.2065220341666953,0.4805194805194805,0.3964687
5,173,0.2057625386450026,0.4444444444444444,0.650207
61,37,0.20566657185554504,0.0,0.20566657
0,87,0.20552743077278138,0.5666666666666668,0.48849717
57,75,0.20541123714711929,0.4444444444444444,0.2390332
0,23,0.2046367970760493,0.502499084933429,0.4655966
4,113,0.20429791155490165,0.29671396156264523,0.31420615
3,3,0.20425840809360127,0.3610150327109159,0.4407745
13,15,0.20383529479687038,0.2307692307692307,0.43460453
0,13,0.20356565636359125,0.470298342892356,0.44073057
10,115,0.20331061107141002,0.6296296296296297,0.4527049
7,89,0.20186554304818904,0.5932950645046751,0.4373414
74,139,0.1999859835530501,0.3214295182799119,0.52141553
1,6,0.19989692005793175,0.4895682116930364,0.4301414
9,31,0.19920490891380016,0.3678580057890402,0.33915266
1,7,0.19800127509959323,0.3805884132919017,0.4755112
16,150,0.1977175921201706,0.5,0.45850843
4,8,0.19681828187783232,0.47990628179347794,0.43425506
0,95,0.19616015255451202,0.1875,0.38366014
2,4,0.19507484316790452,0.26694080717069224,0.46201563
0,93,0.19388394674064063,0.6139910813823859,0.4704595
5,53,0.19275393916500938,0.2222222222222222,0.41380978
2,11,0.1926736808614777,0.41303614146228523,0.5145537
3,113,0.19240124117244362,0.8863636363636362,0.6939624
29,7,0.1916562142195525,0.6296296296296297,0.50604224
3,36,0.190249785236896,0.3658730158730158,0.25780448
0,49,0.19003536310634064,0.40809300245919966,0.46026874
1,13,0.1899996160354561,0.36831208455922415,0.4598753
55,151,0.18984440045479017,0.591346153846154,0.4458651
10,30,0.189504377425663,0.6924603174603174,0.509201
0,32,0.18892917380511876,0.4359125126620056,0.40008062
4,50,0.18856295786405863,0.5394736842105263,0.72803664
9,47,0.18840339449484014,0.572050622050622,0.41274455
7,49,0.1884021500985066,0.29004004004004,0.3502328
10,104,0.18800154328346252,0.0,0.18800154
7,37,0.1871942725869563,0.4391209391209391,0.45583487
1,39,0.18667041728380884,0.6253912363067292,0.44659963
3,172,0.1864197624696268,0.2128378378378378,0.3992576
13,37,0.18636781970659894,0.2708333333333333,0.45720115
2,14,0.18582087921631807,0.537012987012987,0.45545805
7,51,0.18515502198788933,0.5491113989171298,0.4385135
2,10,0.18484348414896487,0.24902402402402402,0.4338675
9,37,0.18318781587812638,0.4444444444444444,0.62763226
2,13,0.18194547957801377,0.573311349627139,0.49100366
32,51,0.18160009549723732,0.2222222222222222,0.4038223
7,32,0.1806076467037201,0.0,0.18060765
13,88,0.1795414162648691,0.2128378378378378,0.39237925
3,12,0.17860923167254886,0.4474546747247919,0.529924
0,85,0.17807630304952662,0.24697484369615513,0.42505115
5,25,0.1779026985168457,0.0,0.1779027
7,41,0.176936935337763,0.3829365079365079,0.37765387
7,131,0.17660797304577297,0.5833333333333333,0.48728207
20,5,0.17594526287836904,0.38301282051282054,0.55895805
10,94,0.17479193935523166,0.2128378378378378,0.38762978
21,238,0.1746644940641191,0.4444444444444444,0.26977995
3,89,0.17437813900135182,0.6296296296296297,0.47502184
1,18,0.17413233481309573,0.34899149735215307,0.42366076
1,4,0.17401169463920127,0.33316391440464255,0.39879915
10,28,0.1737721587220828,0.3333333333333333,0.50710547
1,19,0.17332066372219992,0.656019656019656,0.4851261
10,258,0.1721779525279999,0.175,0.34717795
10,119,0.17122406098577714,0.4444444444444444,0.61566854
3,19,0.1700055956601858,0.29004004004004,0.46004567
7,162,0.16975453827116227,0.4444444444444444,0.614199
3,26,0.1694811186543456,0.14189189189189186,0.3019395
12,41,0.1680169250514057,0.4256756756756756,0.5936926
26,5,0.1664721532558932,0.4346757044125465,0.3378359
3,8,0.162213575643032,0.3988594173229148,0.46183342
6,179,0.1620122492313386,0.5000000000000001,0.33798775
1,66,0.16186017471912076,0.28411306042884993,0.43494892
2,50,0.16154966089460587,0.4444444444444444,0.6059941
9,45,0.16147755564992058,0.5486815415821501,0.43888378
13,19,0.16136658725905956,0.5361226611226612,0.51444334
6,0,0.160915352530944,0.39040511716227155,0.46318185
3,38,0.15988176598613987,0.3503163503163504,0.5101981
5,48,0.15893740386798466,0.2672413793103448,0.42617878
2,24,0.15744595817617468,0.46291291291291287,0.40686053
5,87,0.15508653834217886,0.18237704918032785,0.3374636
9,138,0.15484288334846497,0.21875,0.37359288
2,63,0.15478928418488835,0.3286411411411411,0.43043268
35,33,0.15385882044906052,0.3097014925373134,0.4635603
0,6,0.15167115276455528,0.3289173289173289,0.36161324
16,274,0.14999758452177048,0.4444444444444444,0.35017306
5,80,0.14963829517364502,0.4444444444444444,0.5715171
0,35,0.14860039299190886,0.3552109802109802,0.49999917
1,142,0.14803480788281087,0.20394736842105265,0.35198218
2,103,0.14795240739712848,0.2128378378378378,0.36079025
11,103,0.1470251977443695,0.0,0.1470252
0,162,0.14685236193515636,0.6296296296296297,0.48277727
23,49,0.14536791726162557,0.20394736842105265,0.3493153
17,24,0.14517631321622612,0.25679824561403514,0.40197456
12,48,0.14454353620877133,0.2128378378378378,0.27041924
3,124,0.144497047181244,0.46753003003003,0.45070153
23,33,0.14438414242532516,0.3055555555555556,0.4499397
14,5,0.142858624458313,0.1875,0.33035862
21,8,0.14165007770061494,0.51875,0.44203597
9,64,0.14007587827839058,0.5192067067067067,0.44467333
5,51,0.13992327617274392,0.2222222222222222,0.36214548
11,31,0.13926229103404084,0.3725030996004959,0.51176536
10,75,0.1382758335934745,0.2222222222222222,0.36049807
3,70,0.13765501624484242,0.4110927778960565,0.44519734
0,33,0.1365755251648094,0.5703936775365346,0.49756718
2,18,0.13546044354752504,0.39922725449041235,0.44046888
0,138,0.13447967751158607,0.1527777777777778,0.28725746
0,38,0.13441873469970506,0.44725439725439714,0.43273503
4,15,0.12875033683247036,0.5104166666666666,0.46932155
5,37,0.1279623674021827,0.2222222222222222,0.3501846
32,9,0.12718385457992554,0.0,0.12718385
11,22,0.1267512990878178,0.326923076923077,0.45367438
1,29,0.12621548949572625,0.5124946374946375,0.4411859
24,73,0.12455850839614868,0.4444444444444444,0.54772717
0,79,0.12250300162455474,0.2776482392010983,0.40015125
1,97,0.1216825374535152,0.2857142857142857,0.40739682
0,56,0.12106686308447795,0.5057854968720843,0.42732838
18,27,0.12004389518346537,0.3910256410256411,0.51106954
36,19,0.1189032708987211,0.3910256410256411,0.50992894
0,67,0.1185347510708703,0.5555555555555556,0.46268535
1,32,0.11827250455021004,0.5842352092352092,0.47893074
52,119,0.11734646889898515,0.4444444444444444,0.56179094
5,2,0.11720689392497395,0.40766178266178266,0.4084205
56,9,0.11578416365843547,0.326923076923077,0.44270724
38,149,0.11424447693027656,0.29004004004004,0.4042845
10,98,0.11175279730499046,0.4167852062588905,0.528538
0,54,0.11143580246369524,0.45102642632789297,0.39071646
5,99,0.11038424968719485,0.35,0.46038425
3,42,0.11013924448113688,0.4078947368421053,0.518034
17,65,0.1100153914756245,0.3333333333333333,0.44098654
1,138,0.10953720808029177,0.35,0.4595372
4,36,0.10947152319561197,0.21066308243727594,0.31955737
24,124,0.10845911044340861,0.326923076923077,0.4353822
2,42,0.10744819834525199,0.2567811511777029,0.34969664
10,76,0.10550194923524503,0.5370370370370371,0.48075238
29,5,0.10459929108619692,0.35,0.4545993
1,79,0.10407722407373893,0.396551724137931,0.50062895
0,130,0.10185744762420657,0.35,0.45185745
21,117,0.0995721187856462,0.4444444444444444,0.34487233
20,32,0.09786622875776041,0.3910256410256411,0.48889187
2,159,0.09750386741426254,0.4444444444444444,0.34694058
10,71,0.09702080178137001,0.29004004004004,0.3767167
0,78,0.09659910202026367,0.6875,0.5909009
10,16,0.09587518771489463,0.26666666666666666,0.36254185
13,26,0.09421929551495445,0.3402777777777778,0.43449706
10,5,0.09408050491696314,0.3174603174603175,0.41036913
0,100,0.09322511809805967,0.4495356037151703,0.4457724
18,51,0.08939657836663922,0.3647540983606557,0.45415068
1,156,0.08927427232265472,0.0,0.08927427
5,13,0.08875303735604154,0.2128378378378378,0.2777862
23,57,0.08786095410096845,0.3647540983606557,0.45261505
5,58,0.08622967356290567,0.3910256410256411,0.4772553
27,16,0.0859333516822921,0.2222222222222222,0.30815557
1,9,0.0850650577705981,0.3396142492857821,0.3998454
7,72,0.08498389543042528,0.4092342342342342,0.43851823
73,65,0.08360683917999268,0.375,0.45860684
5,38,0.08326327204704287,0.35,0.43326327
5,19,0.08192030169850344,0.3883219204516634,0.47024223
16,98,0.07990384267436135,0.2222222222222222,0.30212605
31,35,0.07929281641088076,0.28033205619412516,0.35962486
26,10,0.07837994956039454,0.43506006006006004,0.5093694
42,32,0.07732503447267747,0.4444444444444444,0.52176946
0,91,0.07556018206450321,0.40878378378378377,0.48434398
25,32,0.07547900411817765,0.4444444444444444,0.51992345
0,15,0.07520574000146651,0.4444444444444444,0.3692387
2,109,0.07146998643875124,0.35,0.42147
5,32,0.07076703398315994,0.4444444444444444,0.4592425
1,130,0.07029148340225222,0.35,0.42029148
1,234,0.06935860866155374,0.3910256410256411,0.46038425
2,16,0.06840749734487284,0.3910256410256411,0.45943314
60,27,0.06730722540464151,0.3910256410256411,0.45833287
21,127,0.06703062395791742,0.4256756756756756,0.35864505
3,44,0.06677664776106146,0.4256756756756756,0.49245232
9,28,0.06659631431102753,0.0,0.066596314
26,15,0.06437301635742188,0.375,0.43937302
5,30,0.06303954859440393,0.3286411411411411,0.38543522
27,22,0.06188443468676674,0.4097222222222222,0.47160667
19,16,0.059191228614913105,0.2222222222222222,0.28141344
37,2,0.05851721136193522,0.4078947368421053,0.46641195
7,14,0.0584676083591249,0.4444444444444444,0.38597685
41,60,0.057867199182510376,0.375,0.4328672
35,45,0.05766558627019061,0.2128378378378378,0.27050343
4,6,0.05762616427321188,0.4078947368421053,0.35026857
7,26,0.05741172490848434,0.2222222222222222,0.26441878
67,63,0.05696161805080768,0.3802521008403361,0.43721372
55,5,0.05612022015783524,0.4444444444444444,0.5005647
1,56,0.05494602190123662,0.4444444444444444,0.38949844
4,46,0.05425196003030849,0.39814814814814814,0.45240012
23,119,0.052489512845089514,0.4078947368421053,0.46038425
11,0,0.05220481890577211,0.43193193193193186,0.43344375
50,25,0.0516533996607807,0.4256756756756756,0.47732908
13,59,0.051029134527476844,0.42049808429118773,0.47152722
1,48,0.050801172852516174,0.0,0.050801173
1,281,0.05078547565560587,0.4078947368421053,0.4586802
